100 58.0526 58.0526
200 57.838 57.9453
300 56.3152 57.4019
400 56.3897 57.1489
500 56.6395 57.047
600 56.5879 56.9705
700 56.0636 56.8409
800 55.4256 56.664
900 55.4634 56.5306
1000 54.9944 56.377
1100 54.9951 56.2514
1200 53.5928 56.0298
1300 53.7793 55.8567
1400 53.3749 55.6794
1500 53.1202 55.5088
1600 53.57 55.3876
1700 53.2062 55.2593
1800 52.1084 55.0843
1900 52.1926 54.9321
2000 52.1512 54.793
2100 52.139 54.6667
2200 52.2692 54.5577
2300 52.5835 54.4718
2400 52.6611 54.3964
2500 52.8169 54.3332
2600 52.6997 54.2704
2700 51.8398 54.1804
2800 51.4715 54.0836
2900 51.7122 54.0019
3000 51.8919 53.9315
3100 52.0518 53.8709
3200 52.246 53.8201
3300 52.2298 53.7719
3400 52.1147 53.7232
3500 52.7589 53.6956
3600 52.5069 53.6626
3700 51.7717 53.6115
3800 51.6882 53.5609
3900 51.4449 53.5066
4000 51.8113 53.4642
4100 51.2411 53.41
4200 51.013 53.353
4300 51.0201 53.2987
4400 51.4491 53.2567
4500 51.2904 53.213
4600 51.6955 53.18
4700 51.3773 53.1416
4800 50.7455 53.0917
4900 50.6458 53.0418
5000 50.7715 52.9964
5100 50.7227 52.9518
5200 50.8669 52.9117
5300 50.6662 52.8693
5400 50.7345 52.8298
5500 51.2399 52.8009
5600 51.3116 52.7743
5700 51.3683 52.7496
5800 50.9594 52.7188
5900 51.4131 52.6966
6000 50.7829 52.6647
6100 51.6972 52.6489
6200 50.583 52.6156
6300 50.8502 52.5875
6400 50.9745 52.5623
6500 51.5861 52.5473
6600 51.1241 52.5258
6700 50.9167 52.5017
6800 51.1479 52.4818
6900 50.3338 52.4507
7000 50.205 52.4186
7100 50.2088 52.3875
7200 50.6833 52.3638
7300 51.0403 52.3457
7400 51.0638 52.3284
7500 51.4639 52.3168
7600 50.5609 52.2937
7700 50.8955 52.2756
7800 50.9791 52.259
7900 51.1871 52.2454
8000 50.8896 52.2284
8100 51.2852 52.2168
8200 50.5883 52.1969
8300 51.2481 52.1855
8400 51.6819 52.1795
8500 50.2153 52.1564
8600 51.7727 52.1519
8700 50.7854 52.1362
8800 50.5877 52.1186
8900 50.2091 52.0972
9000 50.8646 52.0835
9100 50.0348 52.061
9200 50.1136 52.0398
9300 50.7616 52.0261
9400 50.5724 52.0106
9500 50.6088 51.9958
9600 51.0608 51.9861
9700 50.8559 51.9745
9800 51.3832 51.9684
9900 50.6269 51.9549
10000 50.6227 51.9415
10100 50.9426 51.9317
10200 50.3171 51.9158
10300 50.003 51.8973
10400 49.2739 51.872
10500 49.9761 51.854
10600 49.8503 51.8351
10700 49.9266 51.8172
10800 49.2576 51.7935
10900 50.1678 51.7786
11000 49.6515 51.7593
11100 50.148 51.7448
11200 50.197 51.7309
11300 50.2568 51.7179
11400 49.7514 51.7007
11500 49.739 51.6836
11600 50.2573 51.6713
11700 50.0363 51.6573
11800 50.288 51.6457
11900 50.2121 51.6337
12000 50.4016 51.6234
12100 49.4374 51.6053
12200 49.5888 51.5888
12300 49.2409 51.5697
12400 49.1443 51.5502
12500 49.9328 51.5372
12600 49.9804 51.5249
12700 50.1953 51.5144
12800 50.1679 51.5039
12900 49.3699 51.4873
13000 49.3477 51.4709
13100 50.3385 51.4622
13200 50.3996 51.4542
13300 49.984 51.4431
13400 49.5522 51.429
13500 49.7928 51.4169
13600 50.0445 51.4068
13700 50.1131 51.3974
13800 49.6308 51.3846
13900 50.5211 51.3784
14000 50.9248 51.3751
14100 50.7925 51.371
14200 49.7679 51.3597
14300 50.6826 51.355
14400 50.6172 51.3498
14500 50.1766 51.3417
14600 49.798 51.3312
14700 50.5507 51.3259
14800 49.8215 51.3157
14900 50.3044 51.3089
15000 50.5939 51.3041
15100 50.5242 51.299
15200 50.9388 51.2966
15300 51.2629 51.2964
15400 51.2485 51.2961
15500 50.8095 51.2929
15600 51.0791 51.2916
15700 51.7055 51.2942
15800 50.7264 51.2906
15900 50.4032 51.285
16000 50.4534 51.2798
16100 50.7897 51.2768
16200 50.2597 51.2705
16300 50.6216 51.2665
16400 50.6271 51.2626
16500 50.1405 51.2558
16600 50.2967 51.25
16700 49.7534 51.2411
16800 50.4457 51.2364
16900 50.1187 51.2297
17000 50.15 51.2234
17100 50.28 51.2179
17200 50.1812 51.2118
17300 49.3384 51.201
17400 49.8638 51.1933
17500 49.9093 51.186
17600 50.4297 51.1817
17700 50.4361 51.1775
17800 50.3848 51.173
17900 51.038 51.1723
18000 50.2155 51.167
18100 50.5309 51.1634
18200 50.3859 51.1592
18300 50.2765 51.1543
18400 50.2984 51.1497
18500 49.9493 51.1432
18600 49.5169 51.1345
18700 49.0665 51.1234
18800 49.6871 51.1158
18900 49.3314 51.1063
19000 50.3083 51.1021
19100 50.5632 51.0993
19200 50.6785 51.0971
19300 49.9901 51.0914
19400 49.9569 51.0855
19500 50.4572 51.0823
19600 49.386 51.0737
19700 49.4795 51.0656
19800 50.4109 51.0623
19900 51.2864 51.0634
20000 50.2053 51.0591
20100 50.1678 51.0547
20200 49.933 51.0491
20300 49.835 51.0431
20400 50.2363 51.0392
20500 50.6931 51.0375
20600 51.2797 51.0387
20700 50.7551 51.0373
20800 49.5728 51.0302
20900 49.7054 51.0239
21000 50.1139 51.0196
21100 50.0904 51.0152
21200 50.408 51.0123
21300 50.3677 51.0093
21400 49.3825 51.0017
21500 49.951 50.9968
21600 49.2952 50.9889
21700 49.1931 50.9806
21800 49.4872 50.9738
21900 48.3687 50.9619
22000 49.5874 50.9556
22100 49.6973 50.9499
22200 49.4878 50.9434
22300 49.3628 50.9363
22400 49.452 50.9296
22500 49.145 50.9217
22600 48.2232 50.9098
22700 48.8516 50.9007
22800 49.4914 50.8945
22900 49.1256 50.8868
23000 48.3422 50.8757
23100 49.5266 50.8699
23200 49.7248 50.865
23300 49.7995 50.8604
23400 49.8067 50.8559
23500 49.5451 50.8503
23600 49.4089 50.8442
23700 49.091 50.8368
23800 49.1704 50.8298
23900 49.3504 50.8236
24000 49.3851 50.8176
24100 49.4031 50.8117
24200 48.7866 50.8034
24300 48.6513 50.7945
24400 48.7362 50.7861
24500 49.0232 50.7789
24600 48.29 50.7688
24700 48.8157 50.7609
24800 49.1718 50.7545
24900 48.6462 50.746
25000 48.6288 50.7375
25100 49.5322 50.7327
25200 48.9896 50.7258
25300 47.9338 50.7148
25400 49.3094 50.7092
25500 49.8438 50.7058
25600 49.4652 50.701
25700 49.4114 50.696
25800 49.2891 50.6905
25900 49.655 50.6865
26000 49.3915 50.6815
26100 49.5798 50.6773
26200 50.0038 50.6748
26300 49.5026 50.6703
26400 50.0632 50.668
26500 49.2299 50.6626
26600 48.8132 50.6556
26700 49.483 50.6512
26800 49.7142 50.6477
26900 49.4989 50.6435
27000 50.0949 50.6414
27100 49.8486 50.6385
27200 49.1545 50.633
27300 49.089 50.6274
27400 48.9422 50.6212
27500 49.7095 50.6179
27600 49.1769 50.6127
27700 49.442 50.6085
27800 49.2843 50.6037
27900 49.2071 50.5987
28000 49.071 50.5933
28100 49.137 50.5881
28200 49.2024 50.5832
28300 48.2022 50.5747
28400 48.7848 50.5684
28500 48.6926 50.5619
28600 48.3275 50.554
28700 48.801 50.5479
28800 48.7675 50.5418
28900 48.4882 50.5346
29000 48.5693 50.5279
29100 49.5357 50.5245
29200 49.2413 50.5201
29300 48.7147 50.5139
29400 48.6775 50.5077
29500 48.5227 50.5009
29600 49.2351 50.4967
29700 48.4081 50.4896
29800 48.5024 50.483
29900 48.2637 50.4755
30000 48.7561 50.4698
30100 48.2775 50.4625
30200 48.8199 50.4571
