#total ContainerOverlap bonded nonbonded
268000 6270.41 0 8428.45 -2158.04
270000 6291.32 0 8437.18 -2145.86
272000 6175.93 0 8482.92 -2306.99
274000 6280.76 0 8457.53 -2176.77
276000 6164.95 0 8450.81 -2285.86
278000 6214.25 0 8436.4 -2222.15
280000 6214.24 0 8432.59 -2218.36
282000 6224.49 0 8434.51 -2210.02
284000 6280.81 0 8445.03 -2164.22
286000 6294.32 0 8474.75 -2180.42
288000 6334.33 0 8460.74 -2126.41
290000 6311.37 0 8471.68 -2160.3
292000 6287.23 0 8474.23 -2187
294000 6317.07 0 8461.41 -2144.34
296000 6351.67 0 8467.2 -2115.53
298000 6256.58 0 8441.55 -2184.96
300000 6196.54 0 8401.59 -2205.05
302000 6245.69 0 8461.73 -2216.04
304000 6277.48 0 8433.1 -2155.61
306000 6273.12 0 8461.79 -2188.67
308000 6256 0 8465.76 -2209.77
310000 6249.11 0 8456.78 -2207.67
312000 6243.79 0 8438.51 -2194.73
314000 6287.33 0 8422.11 -2134.78
316000 6270.55 0 8455.96 -2185.41
318000 6202.82 0 8422.99 -2220.17
320000 6304.49 0 8456.41 -2151.93
322000 6221.54 0 8463.84 -2242.29
324000 6209.82 0 8453.46 -2243.64
326000 6285.37 0 8459.59 -2174.23
328000 6211.74 0 8437.71 -2225.97
330000 6274.82 0 8451.01 -2176.19
332000 6274.5 0 8466.46 -2191.96
334000 6248.74 0 8438.54 -2189.8
336000 6233.42 0 8438.38 -2204.96
338000 6235.7 0 8461.4 -2225.7
340000 6278.49 0 8448.18 -2169.7
342000 6294.21 0 8490.92 -2196.71
344000 6271.21 0 8468.21 -2197.01
346000 6255.53 0 8427.02 -2171.48
348000 6279.61 0 8481.21 -2201.6
350000 6305.56 0 8463.24 -2157.68
352000 6205.02 0 8415.2 -2210.19
354000 6191.83 0 8417.64 -2225.81
356000 6310.16 0 8477.18 -2167.02
358000 6260.06 0 8454.37 -2194.32
360000 6264.15 0 8429.99 -2165.84
362000 6219.66 0 8401.99 -2182.33
364000 6225.74 0 8447.9 -2222.16
366000 6225.23 0 8458.1 -2232.88
368000 6196.16 0 8396.23 -2200.07
370000 6288.32 0 8461.51 -2173.19
372000 6290.02 0 8415.42 -2125.4
374000 6280.25 0 8473.53 -2193.28
